Cell,month,RUNOFF,BASEFLOW
      4680,         5,    58.404,     9.344
      4680,         6,    61.686,    12.496
      4680,         7,   103.807,    21.281
      4680,         8,   112.731,    24.416
      4680,         9,    84.924,    19.288
      4680,        10,    38.877,    10.077
      4680,        11,     3.546,     1.776
      4680,        12,     0.091,     0.064
      4681,         1,     0.000,     0.000
      4681,         2,     0.000,     0.000
      4681,         3,     1.177,     0.075
      4681,         4,     7.995,     1.006
      4681,         5,    35.521,     3.152
      4681,         6,    32.959,     3.771
      4681,         7,    68.639,    10.349
      4681,         8,    83.249,    16.254
      4681,         9,    65.374,    14.508
      4681,        10,    28.454,     7.374
      4681,        11,     1.831,     1.124
      4681,        12,     0.016,     0.012
      4682,         1,     1.305,     1.305
      4682,         2,     0.681,     0.130
      4682,         3,     8.124,     0.884
      4682,         4,    18.425,     3.210
      4682,         5,    54.284,     9.079
      4682,         6,    54.395,    10.975
      4682,         7,    94.610,    19.266
      4682,         8,   104.367,    22.547
      4682,         9,    79.422,    17.959
      4682,        10,    35.850,     9.316
      4682,        11,     2.773,     1.535
      4682,        12,     0.033,     0.033
      4683,         1,     1.305,     1.305
      4683,         2,     0.443,     0.064
      4683,         3,     8.477,     1.159
      4683,         4,    18.206,     3.483
      4683,         5,    55.330,     9.449
      4683,         6,    57.358,    10.774
      4683,         7,   101.505,    19.797
      4683,         8,   111.198,    23.940
      4683,         9,    81.751,    18.584
      4683,        10,    36.368,     9.480
      4683,        11,     2.965,     1.586
      4683,        12,     0.039,     0.039
      4684,         1,     0.000,     0.000
      4684,         2,     0.000,     0.000
      4684,         3,     2.880,     0.088
      4684,         4,    12.049,     0.728
      4684,         5,    44.890,     3.116
      4684,         6,    46.558,     7.216
      4684,         7,    88.144,    15.839
      4684,         8,    99.231,    18.593
      4684,         9,    76.097,    14.896
      4684,        10,    34.487,     7.771
      4684,        11,     2.569,     1.328
      4684,        12,     0.047,     0.032
      4685,         1,     0.000,     0.000
      4685,         2,     0.000,     0.000
      4685,         3,     1.163,     0.044
      4685,         4,     6.991,     0.549
      4685,         5,    32.971,     1.799
      4685,         6,    29.337,     3.060
      4685,         7,    66.422,    10.714
      4685,         8,    80.895,    15.724
      4685,         9,    59.690,    12.036
      4685,        10,    27.986,     6.476
      4685,        11,     2.038,     1.099
      4685,        12,     0.034,     0.024
      4686,         1,     0.000,     0.000
      4686,         2,     0.000,     0.000
      4686,         3,     0.229,     0.009
      4686,         4,     3.051,     0.373
      4686,         5,    20.397,     1.396
      4686,         6,    17.631,     1.410
      4686,         7,    49.480,     7.330
      4686,         8,    64.578,    12.649
      4686,         9,    50.420,    10.815
      4686,        10,    18.864,     4.785
      4686,        11,     1.051,     0.672
      4686,        12,     0.005,     0.005
      4687,         1,     0.000,     0.000
      4687,         2,     0.000,     0.000
      4687,         3,     0.297,     0.014
      4687,         4,     2.686,     0.336
      4687,         5,    17.538,     1.209
      4687,         6,    13.593,     1.020
      4687,         7,    41.615,     5.290
      4687,         8,    56.884,    10.647
      4687,         9,    44.348,     9.393
      4687,        10,    18.819,     4.521
      4687,        11,     1.201,     0.710
      4687,        12,     0.014,     0.010
      4688,         1,     0.000,     0.000
      4688,         2,     0.000,     0.000
      4688,         3,     1.803,     0.069
      4688,         4,     5.639,     0.473
      4688,         5,    25.301,     1.683
      4688,         6,    22.390,     2.602
      4688,         7,    54.482,     7.349
      4688,         8,    71.185,    13.745
      4688,         9,    53.574,    11.257
      4688,        10,    23.164,     5.648
      4688,        11,     1.719,     0.928
      4688,        12,     0.031,     0.021
      4689,         1,     0.000,     0.000
      4689,         2,     0.000,     0.000
      4689,         3,     1.512,     0.057
      4689,         4,     6.532,     0.512
      4689,         5,    30.785,     1.768
      4689,         6,    27.939,     2.816
      4689,         7,    63.221,     9.903
      4689,         8,    78.441,    14.977
      4689,         9,    61.730,    12.507
      4689,        10,    27.060,     6.364
      4689,        11,     1.892,     1.043
      4689,        12,     0.028,     0.020
      4690,         1,     1.095,     1.095
      4690,         2,     0.109,     0.001
      4690,         3,     6.076,     0.255
      4690,         4,    12.770,     1.510
      4690,         5,    43.354,     4.591
      4690,         6,    44.201,     6.894
      4690,         7,    86.110,    15.471
      4690,         8,    97.824,    18.409
      4690,         9,    72.937,    14.414
      4690,        10,    33.271,     7.497
      4690,        11,     3.092,     1.385
      4690,        12,     0.087,     0.056
      4691,         1,     1.305,     1.305
      4691,         2,     0.136,     0.006
      4691,         3,     6.663,     0.478
      4691,         4,    15.222,     2.604
      4691,         5,    46.704,     6.948
      4691,         6,    47.347,     8.153
      4691,         7,    93.068,    18.223
      4691,         8,   105.210,    22.627
      4691,         9,    77.086,    17.541
      4691,        10,    35.437,     9.159
      4691,        11,     3.271,     1.623
      4691,        12,     0.083,     0.059
      4692,         1,     3.317,     3.317
      4692,         2,     1.938,     1.938
      4692,         3,     4.239,     2.426
      4692,         4,    15.003,     5.636
      4692,         5,    53.563,    13.220
      4692,         6,    61.974,    14.600
      4692,         7,   108.221,    16.746
      4692,         8,   119.323,    16.486
      4692,         9,    86.668,    15.405
      4692,        10,    40.047,    13.411
      4692,        11,     8.497,     7.350
      4692,        12,     4.416,     4.408
      4693,         1,     3.349,     3.349
      4693,         2,     2.262,     2.086
      4693,         3,     7.198,     3.540
      4693,         4,    18.794,     6.755
      4693,         5,    57.309,    13.743
      4693,         6,    66.850,    14.852
      4693,         7,   116.999,    16.973
      4693,         8,   126.259,    16.611
      4693,         9,    88.918,    15.525
      4693,        10,    40.889,    13.534
      4693,        11,     8.810,     7.466
      4693,        12,     4.461,     4.460
      4694,         1,     3.605,     3.494
      4694,         2,     2.134,     2.134
      4694,         3,     1.920,     1.711
      4694,         4,    38.133,     9.122
      4694,         5,    82.960,    15.542
      4694,         6,    84.652,    15.666
      4694,         7,   131.594,    17.232
      4694,         8,   138.123,    16.826
      4694,         9,    98.086,    15.894
      4694,        10,    46.437,    14.085
      4694,        11,     8.225,     7.492
      4694,        12,     4.485,     4.485
      4695,         1,     3.639,     3.514
      4695,         2,     2.145,     2.144
      4695,         3,     1.958,     1.730
      4695,         4,    42.196,     9.115
      4695,         5,    93.377,    15.792
      4695,         6,    95.296,    15.980
      4695,         7,   141.822,    17.332
      4695,         8,   147.318,    16.921
      4695,         9,   105.012,    16.125
      4695,        10,    51.240,    14.452
      4695,        11,     7.658,     7.453
      4695,        12,     4.473,     4.473
      4696,         1,     6.063,     6.063
      4696,         2,     2.716,     2.716
      4696,         3,     1.762,     1.762
      4696,         4,    14.323,     8.853
      4696,         5,    99.763,    37.692
      4696,         6,   124.939,    43.540
      4696,         7,   169.270,    46.612
      4696,         8,   170.255,    45.821
      4696,         9,   117.866,    43.878
      4696,        10,    54.120,    37.862
      4696,        11,    20.245,    20.226
      4696,        12,     9.426,     9.426
      4697,         1,     6.823,     6.765
      4697,         2,     4.203,     4.179
      4697,         3,     3.494,     3.494
      4697,         4,     5.820,     5.620
      4697,         5,    78.552,    26.808
      4697,         6,   164.729,    42.495
      4697,         7,   211.950,    46.867
      4697,         8,   196.547,    46.204
      4697,         9,   132.633,    44.423
      4697,        10,    39.704,    32.310
      4697,        11,    15.903,    15.873
      4697,        12,     7.571,     7.571
      4698,         1,     7.051,     6.803
      4698,         2,     4.442,     4.335
      4698,         3,     3.651,     3.651
      4698,         4,     5.913,     5.635
      4698,         5,    45.336,    19.611
      4698,         6,   181.433,    42.123
      4698,         7,   224.879,    46.867
      4698,         8,   202.189,    46.215
      4698,         9,   134.924,    44.450
      4698,        10,    35.899,    31.030
      4698,        11,    14.885,    14.856
      4698,        12,     7.132,     7.132
      4699,         1,     7.240,     6.927
      4699,         2,     4.571,     4.428
      4699,         3,     3.980,     3.980
      4699,         4,     6.724,     6.280
      4699,         5,    22.292,    13.201
      4699,         6,   197.862,    41.862
      4699,         7,   243.401,    46.919
      4699,         8,   215.108,    46.403
      4699,         9,   143.041,    44.682
      4699,        10,    37.024,    31.415
      4699,        11,    15.215,    15.176
      4699,        12,     7.287,     7.287
      4700,         1,     8.994,     7.489
      4700,         2,     5.553,     4.839
      4700,         3,     4.484,     4.415
      4700,         4,     7.357,     6.531
      4700,         5,    22.703,    13.288
      4700,         6,   122.049,    28.699
      4700,         7,   291.639,    45.875
      4700,         8,   255.130,    46.474
      4700,         9,   163.636,    44.877
      4700,        10,    37.230,    31.586
      4700,        11,    15.287,    15.248
      4700,        12,     7.320,     7.320
      4701,         1,     7.415,     7.006
      4701,         2,     4.657,     4.476
      4701,         3,     3.942,     3.942
      4701,         4,     6.563,     6.128
      4701,         5,    21.703,    13.066
      4701,         6,   185.755,    38.503
      4701,         7,   272.688,    46.770
      4701,         8,   237.749,    46.444
      4701,         9,   154.570,    44.819
      4701,        10,    36.979,    31.500
      4701,        11,    15.206,    15.170
      4701,        12,     7.280,     7.280
      4702,         1,     7.389,     6.978
      4702,         2,     4.631,     4.456
      4702,         3,     3.827,     3.827
      4702,         4,     6.184,     5.817
      4702,         5,    20.484,    12.784
      4702,         6,   211.423,    41.991
      4702,         7,   259.620,    46.894
      4702,         8,   228.359,    46.393
      4702,         9,   149.018,    44.764
      4702,        10,    36.329,    31.344
      4702,        11,    15.049,    15.020
      4702,        12,     7.208,     7.208
      4703,         1,     7.320,     6.930
      4703,         2,     4.584,     4.422
      4703,         3,     3.684,     3.684
      4703,         4,     5.731,     5.455
      4703,         5,    32.310,    15.884
      4703,         6,   203.991,    42.056
      4703,         7,   252.140,    46.853
      4703,         8,   223.966,    46.303
      4703,         9,   146.053,    44.659
      4703,        10,    35.774,    31.157
      4703,        11,    14.873,    14.849
      4703,        12,     7.124,     7.124
      4704,         1,     7.271,     6.920
      4704,         2,     4.547,     4.404
      4704,         3,     3.706,     3.706
      4704,         4,     5.868,     5.578
      4704,         5,    19.443,    12.525
      4704,         6,   180.146,    38.242
      4704,         7,   265.697,    46.726
      4704,         8,   232.043,    46.346
      4704,         9,   150.186,    44.712
      4704,        10,    36.131,    31.276
      4704,        11,    14.977,    14.951
      4704,        12,     7.172,     7.172
      4705,         1,     7.300,     6.939
      4705,         2,     4.580,     4.427
      4705,         3,     3.910,     3.910
      4705,         4,     6.321,     5.959
      4705,         5,    33.284,    16.288
      4705,         6,   199.459,    42.148
      4705,         7,   247.399,    46.903
      4705,         8,   220.326,    46.406
      4705,         9,   144.254,    44.668
      4705,        10,    36.428,    31.292
      4705,        11,    15.055,    15.024
      4705,        12,     7.210,     7.210
      4706,         1,     6.030,     6.030
      4706,         2,     2.741,     2.741
      4706,         3,     2.198,     2.198
      4706,         4,     4.763,     4.763
      4706,         5,   114.190,    38.481
      4706,         6,   144.533,    44.384
      4706,         7,   191.740,    46.896
      4706,         8,   188.841,    46.277
      4706,         9,   127.524,    44.280
      4706,        10,    52.757,    37.182
      4706,        11,    19.672,    19.645
      4706,        12,     9.181,     9.181
      4707,         1,     6.627,     6.627
      4707,         2,     2.997,     2.997
      4707,         3,     2.480,     2.480
      4707,         4,    30.373,    20.253
      4707,         5,    97.521,    40.857
      4707,         6,   121.575,    44.123
      4707,         7,   178.866,    46.808
      4707,         8,   181.959,    46.263
      4707,         9,   123.849,    44.130
      4707,        10,    63.115,    41.070
      4707,        11,    22.743,    22.710
      4707,        12,    10.510,    10.510
      4708,         1,     6.640,     6.640
      4708,         2,     3.007,     3.007
      4708,         3,     2.556,     2.556
      4708,         4,    33.295,    21.903
      4708,         5,   100.917,    42.578
      4708,         6,   119.188,    44.079
      4708,         7,   179.004,    46.821
      4708,         8,   182.788,    46.307
      4708,         9,   124.257,    44.157
      4708,        10,    63.138,    41.075
      4708,        11,    22.760,    22.726
      4708,        12,    10.520,    10.520
      4709,         1,     7.178,     7.178
      4709,         2,     3.232,     3.232
      4709,         3,    10.109,    10.018
      4709,         4,    28.762,    23.398
      4709,         5,    77.007,    40.840
      4709,         6,   101.901,    43.369
      4709,         7,   163.929,    46.609
      4709,         8,   171.445,    46.124
      4709,         9,   116.335,    43.786
      4709,        10,    58.974,    40.315
      4709,        11,    24.978,    24.508
      4709,        12,    11.957,    11.957
      4710,         1,     6.717,     6.717
      4710,         2,     3.028,     3.028
      4710,         3,     8.886,     8.853
      4710,         4,    24.949,    20.958
      4710,         5,    69.826,    39.385
      4710,         6,    94.854,    42.929
      4710,         7,   155.094,    46.458
      4710,         8,   164.042,    45.988
      4710,         9,   111.389,    43.517
      4710,        10,    56.505,    39.796
      4710,        11,    24.259,    23.880
      4710,        12,    11.579,    11.579
      4711,         1,     6.413,     6.413
      4711,         2,     3.328,     3.328
      4711,         3,     7.770,     7.770
      4711,         4,    19.757,    17.388
      4711,         5,    57.147,    36.177
      4711,         6,    80.530,    41.612
      4711,         7,   135.982,    46.006
      4711,         8,   148.065,    45.550
      4711,         9,   100.880,    42.833
      4711,        10,    51.756,    38.610
      4711,        11,    22.816,    22.576
      4711,        12,    10.864,    10.864
      4712,         1,     3.395,     3.394
      4712,         2,     2.161,     2.046
      4712,         3,     6.851,     3.439
      4712,         4,    18.322,     6.476
      4712,         5,    56.816,    13.512
      4712,         6,    68.747,    14.915
      4712,         7,   119.772,    17.026
      4712,         8,   131.027,    16.668
      4712,         9,    89.041,    15.555
      4712,        10,    41.341,    13.550
      4712,        11,     9.719,     7.689
      4712,        12,     4.606,     4.584
      4713,         1,     6.074,     6.074
      4713,         2,     2.625,     2.625
      4713,         3,     6.502,     6.502
      4713,         4,    16.926,    16.060
      4713,         5,    53.951,    36.321
      4713,         6,    66.169,    39.798
      4713,         7,    92.873,    43.867
      4713,         8,   102.069,    42.728
      4713,         9,    83.786,    41.288
      4713,        10,    49.307,    37.931
      4713,        11,    21.309,    21.246
      4713,        12,     9.938,     9.938
      4714,         1,     1.425,     1.331
      4714,         2,     0.006,     0.006
      4714,         3,    14.206,     2.589
      4714,         4,    27.972,     5.510
      4714,         5,    63.045,    11.033
      4714,         6,    56.728,    11.605
      4714,         7,    86.819,    18.294
      4714,         8,    91.815,    20.026
      4714,         9,    77.860,    17.161
      4714,        10,    41.495,    10.388
      4714,        11,     2.542,     1.666
      4714,        12,     0.030,     0.030
      4715,         1,     1.305,     1.305
      4715,         2,     0.582,     0.104
      4715,         3,     5.945,     0.722
      4715,         4,    17.256,     2.963
      4715,         5,    51.874,     8.479
      4715,         6,    48.420,    10.033
      4715,         7,    78.038,    16.024
      4715,         8,    84.374,    18.412
      4715,         9,    71.914,    15.974
      4715,        10,    36.522,     9.227
      4715,        11,     2.454,     1.508
      4715,        12,     0.016,     0.016
      4716,         1,     1.305,     1.305
      4716,         2,     0.000,     0.000
      4716,         3,     1.597,     0.084
      4716,         4,    13.324,     1.328
      4716,         5,    49.466,     5.252
      4716,         6,    48.776,     8.794
      4716,         7,    78.996,    15.990
      4716,         8,    85.478,    18.605
      4716,         9,    73.325,    16.264
      4716,        10,    35.688,     9.102
      4716,        11,     2.326,     1.448
      4716,        12,     0.019,     0.015
      4717,         1,     1.305,     1.305
      4717,         2,     0.000,     0.000
      4717,         3,     2.218,     0.124
      4717,         4,    13.805,     1.351
      4717,         5,    50.026,     5.656
      4717,         6,    49.750,     9.925
      4717,         7,    78.602,    15.864
      4717,         8,    85.133,    18.531
      4717,         9,    72.982,    16.186
      4717,        10,    35.603,     9.074
      4717,        11,     2.347,     1.450
      4717,        12,     0.020,     0.016
      4718,         1,     1.305,     1.305
      4718,         2,     0.000,     0.000
      4718,         3,     2.825,     0.166
      4718,         4,    13.498,     1.523
      4718,         5,    48.627,     5.903
      4718,         6,    46.480,     8.976
      4718,         7,    74.908,    15.019
      4718,         8,    82.015,    17.824
      4718,         9,    69.965,    15.347
      4718,        10,    34.524,     8.789
      4718,        11,     2.242,     1.401
      4718,        12,     0.017,     0.014
      4719,         1,     1.305,     1.305
      4719,         2,     0.000,     0.000
      4719,         3,     1.559,     0.088
      4719,         4,    10.882,     1.107
      4719,         5,    42.738,     4.289
      4719,         6,    36.289,     5.793
      4719,         7,    61.574,    11.281
      4719,         8,    70.679,    14.903
      4719,         9,    65.434,    14.340
      4719,        10,    33.252,     8.380
      4719,        11,     2.129,     1.344
      4719,        12,     0.014,     0.012
      4720,         1,     1.419,     1.330
      4720,         2,     0.006,     0.006
      4720,         3,     2.633,     0.315
      4720,         4,    40.993,     7.595
      4720,         5,    71.987,    13.766
      4720,         6,    63.446,    13.619
      4720,         7,    93.753,    19.860
      4720,         8,    97.474,    21.299
      4720,         9,    81.392,    18.163
      4720,        10,    42.607,    10.702
      4720,        11,     1.867,     1.562
      4720,        12,     0.008,     0.008
      4721,         1,     6.085,     6.085
      4721,         2,     2.646,     2.646
      4721,         3,     1.444,     1.444
      4721,         4,    20.362,    17.300
      4721,         5,    72.414,    39.862
      4721,         6,    78.524,    41.513
      4721,         7,   109.482,    45.021
      4721,         8,   115.414,    43.997
      4721,         9,    90.813,    42.079
      4721,        10,    51.903,    38.658
      4721,        11,    21.259,    21.246
      4721,        12,     9.855,     9.855
      4722,         1,     6.250,     6.250
      4722,         2,     2.736,     2.736
      4722,         3,     1.491,     1.491
      4722,         4,    20.222,    15.685
      4722,         5,    79.925,    38.573
      4722,         6,    96.390,    42.593
      4722,         7,   130.610,    45.748
      4722,         8,   132.555,    44.740
      4722,         9,   101.132,    42.934
      4722,        10,    56.024,    39.661
      4722,        11,    21.847,    21.832
      4722,        12,    10.117,    10.117
      4723,         1,     6.217,     6.217
      4723,         2,     2.809,     2.809
      4723,         3,     2.487,     2.487
      4723,         4,    26.546,    21.417
      4723,         5,    91.250,    43.024
      4723,         6,    98.261,    43.218
      4723,         7,   136.553,    46.054
      4723,         8,   138.171,    45.302
      4723,         9,   106.750,    43.321
      4723,        10,    57.909,    40.151
      4723,        11,    22.248,    22.221
      4723,        12,    10.297,    10.297
      4724,         1,     6.236,     6.236
      4724,         2,     2.866,     2.866
      4724,         3,     3.997,     3.997
      4724,         4,    26.289,    22.057
      4724,         5,    88.310,    43.027
      4724,         6,    95.498,    43.190
      4724,         7,   133.589,    46.002
      4724,         8,   136.302,    45.284
      4724,         9,   106.631,    43.295
      4724,        10,    57.803,    40.187
      4724,        11,    22.357,    22.321
      4724,        12,    10.353,    10.353
      4725,         1,     6.329,     6.329
      4725,         2,     2.851,     2.851
      4725,         3,     9.060,     9.060
      4725,         4,    24.594,    22.328
      4725,         5,    74.072,    41.166
      4725,         6,    90.971,    42.840
      4725,         7,   132.798,    45.961
      4725,         8,   135.928,    45.242
      4725,         9,   104.221,    43.179
      4725,        10,    56.732,    39.941
      4725,        11,    22.664,    22.591
      4725,        12,    10.579,    10.579
      4726,         1,     6.275,     6.275
      4726,         2,     2.815,     2.815
      4726,         3,     2.298,     2.298
      4726,         4,    21.459,    16.260
      4726,         5,    87.667,    39.778
      4726,         6,   106.948,    43.504
      4726,         7,   142.983,    46.198
      4726,         8,   142.654,    45.365
      4726,         9,   108.510,    43.431
      4726,        10,    59.829,    40.505
      4726,        11,    22.501,    22.477
      4726,        12,    10.414,    10.414
      4727,         1,     2.937,     2.937
      4727,         2,     4.704,     2.565
      4727,         3,     4.928,     2.750
      4727,         4,     9.504,     3.667
      4727,         5,    91.608,    11.066
      4727,         6,   167.034,    16.102
      4727,         7,   192.299,    17.496
      4727,         8,   171.988,    17.108
      4727,         9,   125.548,    16.525
      4727,        10,    22.058,    10.652
      4727,        11,     6.117,     5.773
      4727,        12,     3.809,     3.809
      4728,         1,     2.933,     2.933
      4728,         2,     5.245,     2.622
      4728,         3,     5.168,     2.768
      4728,         4,     9.302,     3.597
      4728,         5,    42.130,     7.004
      4728,         6,   188.332,    15.904
      4728,         7,   204.123,    17.481
      4728,         8,   175.095,    17.015
      4728,         9,   126.743,    16.478
      4728,        10,    21.504,    10.604
      4728,        11,     6.078,     5.751
      4728,        12,     3.802,     3.802
      4729,         1,     2.950,     2.950
      4729,         2,     5.409,     2.660
      4729,         3,     5.547,     2.884
      4729,         4,    10.179,     3.803
      4729,         5,    43.833,     7.091
      4729,         6,   191.914,    16.007
      4729,         7,   210.574,    17.526
      4729,         8,   182.282,    17.143
      4729,         9,   131.426,    16.572
      4729,        10,    22.464,    10.701
      4729,        11,     6.226,     5.819
      4729,        12,     3.834,     3.834
      4730,         1,     3.321,     3.321
      4730,         2,     2.314,     2.182
      4730,         3,     3.061,     2.267
      4730,         4,    26.003,     6.629
      4730,         5,   116.910,    15.840
      4730,         6,   117.593,    16.395
      4730,         7,   152.983,    17.381
      4730,         8,   149.533,    16.945
      4730,         9,   114.054,    16.324
      4730,        10,    48.828,    13.828
      4730,        11,     7.535,     7.200
      4730,        12,     4.372,     4.372
      4731,         1,     1.733,     1.393
      4731,         2,     0.025,     0.018
      4731,         3,     0.835,     0.046
      4731,         4,    52.202,     9.649
      4731,         5,    93.131,    18.253
      4731,         6,    95.534,    20.750
      4731,         7,   137.849,    29.068
      4731,         8,   138.688,    30.363
      4731,         9,   106.435,    24.238
      4731,        10,    53.228,    13.537
      4731,        11,     2.257,     1.933
      4731,        12,     0.012,     0.011
      4732,         1,     1.590,     1.365
      4732,         2,     0.016,     0.012
      4732,         3,    10.730,     1.943
      4732,         4,    38.143,     7.219
      4732,         5,    78.093,    14.788
      4732,         6,    79.117,    16.988
      4732,         7,   117.407,    24.842
      4732,         8,   120.898,    26.405
      4732,         9,    94.982,    21.482
      4732,        10,    47.879,    12.145
      4732,        11,     3.047,     1.942
      4732,        12,     0.039,     0.039
      4733,         1,     1.497,     1.347
      4733,         2,     0.020,     0.011
      4733,         3,    14.619,     2.557
      4733,         4,    28.012,     5.554
      4733,         5,    67.775,    12.316
      4733,         6,    68.042,    14.465
      4733,         7,   105.101,    22.229
      4733,         8,   110.765,    24.137
      4733,         9,    88.933,    20.005
      4733,        10,    44.467,    11.294
      4733,        11,     4.626,     2.159
      4733,        12,     0.092,     0.092
      4734,         1,     1.430,     1.333
      4734,         2,     0.006,     0.006
      4734,         3,     4.733,     0.769
      4734,         4,    40.286,     7.658
      4734,         5,    71.591,    12.990
      4734,         6,    66.207,    13.816
      4734,         7,   103.513,    21.715
      4734,         8,   107.672,    23.440
      4734,         9,    84.427,    19.047
      4734,        10,    42.931,    10.856
      4734,        11,     1.849,     1.563
      4734,        12,     0.008,     0.008
      4735,         1,     1.482,     1.344
      4735,         2,     0.008,     0.007
      4735,         3,     0.103,     0.004
      4735,         4,    47.081,     8.927
      4735,         5,    80.465,    14.930
      4735,         6,    77.002,    15.919
      4735,         7,   116.717,    24.329
      4735,         8,   120.319,    26.181
      4735,         9,    93.485,    21.152
      4735,        10,    46.407,    11.806
      4735,        11,     1.885,     1.662
      4735,        12,     0.008,     0.008
      4736,         1,     1.438,     1.335
      4736,         2,     0.006,     0.006
      4736,         3,     0.000,     0.000
      4736,         4,    44.308,     8.461
      4736,         5,    75.270,    13.981
      4736,         6,    69.270,    13.812
      4736,         7,   106.630,    21.977
      4736,         8,   111.680,    24.252
      4736,         9,    87.576,    19.698
      4736,        10,    43.542,    11.066
      4736,        11,     1.770,     1.559
      4736,        12,     0.008,     0.008
      4737,         1,     1.223,     1.118
      4737,         2,     0.006,     0.006
      4737,         3,    13.961,     2.028
      4737,         4,    23.369,     4.123
      4737,         5,    57.503,     8.270
      4737,         6,    55.746,     9.976
      4737,         7,    92.254,    16.786
      4737,         8,    99.882,    18.679
      4737,         9,    79.069,    15.110
      4737,        10,    39.558,     8.637
      4737,        11,     3.889,     1.684
      4737,        12,     0.072,     0.072
      4738,         1,     1.094,     1.094
      4738,         2,     0.713,     0.091
      4738,         3,     7.199,     0.676
      4738,         4,    16.233,     2.717
      4738,         5,    45.300,     6.767
      4738,         6,    42.338,     7.519
      4738,         7,    77.075,    13.281
      4738,         8,    87.491,    16.658
      4738,         9,    66.666,    12.934
      4738,        10,    32.492,     7.277
      4738,        11,     2.565,     1.293
      4738,        12,     0.032,     0.032
      4739,         1,     1.094,     1.094
      4739,         2,     0.481,     0.057
      4739,         3,     8.720,     0.982
      4739,         4,    16.862,     2.907
      4739,         5,    44.781,     6.359
      4739,         6,    40.096,     6.710
      4739,         7,    74.909,    13.346
      4739,         8,    84.041,    16.093
      4739,         9,    65.593,    12.834
      4739,        10,    32.353,     7.202
      4739,        11,     2.750,     1.318
      4739,        12,     0.039,     0.039
      4740,         1,     0.000,     0.000
      4740,         2,     0.000,     0.000
      4740,         3,     0.488,     0.026
      4740,         4,     5.703,     0.757
      4740,         5,    28.133,     2.573
      4740,         6,    22.686,     2.401
      4740,         7,    52.511,     7.675
      4740,         8,    62.909,    10.837
      4740,         9,    53.742,    11.030
      4740,        10,    24.197,     5.809
      4740,        11,     1.487,     0.907
      4740,        12,     0.011,     0.008
      4741,         1,     0.000,     0.000
      4741,         2,     0.000,     0.000
      4741,         3,     2.115,     0.122
      4741,         4,     9.594,     1.044
      4741,         5,    35.108,     3.389
      4741,         6,    31.936,     5.021
      4741,         7,    64.172,    11.051
      4741,         8,    74.222,    14.712
      4741,         9,    61.590,    13.588
      4741,        10,    29.341,     7.492
      4741,        11,     2.010,     1.202
      4741,        12,     0.023,     0.017
      4742,         1,     1.305,     1.305
      4742,         2,     0.004,     0.001
      4742,         3,     5.854,     0.488
      4742,         4,    16.868,     2.525
      4742,         5,    52.050,     7.966
      4742,         6,    52.648,    10.532
      4742,         7,    93.026,    18.956
      4742,         8,   101.468,    22.009
      4742,         9,    79.239,    17.865
      4742,        10,    37.268,     9.593
      4742,        11,     2.939,     1.615
      4742,        12,     0.053,     0.039
      4743,         1,     1.305,     1.305
      4743,         2,     0.265,     0.051
      4743,         3,     6.580,     0.761
      4743,         4,    17.135,     3.252
      4743,         5,    50.886,     8.243
      4743,         6,    49.632,     9.398
      4743,         7,    89.533,    17.367
      4743,         8,    98.866,    21.299
      4743,         9,    76.884,    17.270
      4743,        10,    36.394,     9.336
      4743,        11,     2.555,     1.515
      4743,        12,     0.022,     0.022
      4744,         1,     0.000,     0.000
      4744,         2,     0.000,     0.000
      4744,         3,     2.119,     0.123
      4744,         4,    11.418,     1.233
      4744,         5,    44.936,     4.304
      4744,         6,    44.972,     7.328
      4744,         7,    80.602,    14.820
      4744,         8,    91.882,    19.775
      4744,         9,    73.025,    16.350
      4744,        10,    32.665,     8.492
      4744,        11,     1.979,     1.283
      4744,        12,     0.008,     0.008
      4745,         1,     1.305,     1.305
      4745,         2,     0.606,     0.117
      4745,         3,     7.653,     0.893
      4745,         4,    19.292,     3.385
      4745,         5,    54.742,     9.175
      4745,         6,    51.747,    10.637
      4745,         7,    87.378,    17.895
      4745,         8,    96.755,    20.959
      4745,         9,    78.113,    17.493
      4745,        10,    37.320,     9.567
      4745,        11,     2.986,     1.627
      4745,        12,     0.037,     0.037
      4746,         1,     1.305,     1.305
      4746,         2,     0.012,     0.007
      4746,         3,    12.671,     2.024
      4746,         4,    23.367,     4.856
      4746,         5,    58.867,    10.205
      4746,         6,    57.827,    11.535
      4746,         7,    96.452,    19.278
      4746,         8,   104.917,    22.647
      4746,         9,    81.521,    18.348
      4746,        10,    38.138,     9.820
      4746,        11,     3.513,     1.750
      4746,        12,     0.057,     0.057
      4747,         1,     3.546,     3.453
      4747,         2,     2.107,     2.107
      4747,         3,     1.853,     1.692
      4747,         4,    39.388,     9.443
      4747,         5,    86.961,    15.876
      4747,         6,    85.245,    15.720
      4747,         7,   124.925,    17.151
      4747,         8,   128.462,    16.653
      4747,         9,    96.926,    15.878
      4747,        10,    47.071,    14.143
      4747,        11,     7.525,     7.328
      4747,        12,     4.415,     4.415
      4748,         1,     3.721,     3.556
      4748,         2,     2.173,     2.172
      4748,         3,     2.121,     1.838
      4748,         4,    36.939,     8.712
      4748,         5,    97.543,    15.721
      4748,         6,   101.472,    16.172
      4748,         7,   143.306,    17.339
      4748,         8,   143.775,    16.842
      4748,         9,   107.045,    16.155
      4748,        10,    52.310,    14.556
