ID,Watershed,UZTWM,UZFWM,UZK,ZPERC,REXP,LZTWM,LZFSM,LZFPM,LZSK,LZPK,PFREE
4443,4443,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4444,4444,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4445,4445,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4446,4446,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4447,4447,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4448,4448,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4449,4449,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4450,4450,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4451,4451,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4452,4452,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4453,4453,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4454,4454,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4455,4455,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4456,4456,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
4457,4457,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4458,4458,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4459,4459,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
4460,4460,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
4461,4461,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
4462,4462,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
4463,4463,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
4464,4464,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
4465,4465,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4466,4466,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4467,4467,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4468,4468,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4469,4469,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4470,4470,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4471,4471,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4472,4472,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4473,4473,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4474,4474,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4475,4475,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4476,4476,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4477,4477,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4478,4478,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4479,4479,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4480,4480,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
4481,4481,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
4482,4482,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
4483,4483,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
4484,4484,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
4485,4485,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4486,4486,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4487,4487,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4488,4488,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4489,4489,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4490,4490,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4491,4491,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
4492,4492,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
4493,4493,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4494,4494,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4495,4495,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4496,4496,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4497,4497,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4498,4498,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
4499,4499,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
4500,4500,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4501,4501,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4502,4502,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4503,4503,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4504,4504,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4505,4505,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4506,4506,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
4507,4507,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
4508,4508,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
4509,4509,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4510,4510,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4511,4511,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4512,4512,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4513,4513,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4514,4514,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
4515,4515,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
4516,4516,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
4517,4517,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
4518,4518,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
4519,4519,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
4520,4520,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
4521,4521,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4522,4522,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4523,4523,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4524,4524,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4525,4525,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4526,4526,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4527,4527,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4528,4528,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4529,4529,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4530,4530,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4531,4531,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4532,4532,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
4533,4533,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
4534,4534,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4535,4535,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
4536,4536,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
4537,4537,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
4538,4538,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
4539,4539,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4540,4540,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
4541,4541,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
4542,4542,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
4543,4543,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
4544,4544,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4545,4545,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4546,4546,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4547,4547,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4548,4548,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4549,4549,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4550,4550,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4551,4551,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4552,4552,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4553,4553,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4554,4554,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4555,4555,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4556,4556,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4557,4557,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4558,4558,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
4559,4559,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
4560,4560,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
4561,4561,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4562,4562,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4563,4563,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4564,4564,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4565,4565,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4566,4566,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4567,4567,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4568,4568,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4569,4569,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4570,4570,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4571,4571,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4572,4572,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4573,4573,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4574,4574,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
4575,4575,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
4576,4576,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4577,4577,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4578,4578,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4579,4579,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4580,4580,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4581,4581,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4582,4582,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
4583,4583,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
4584,4584,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
4585,4585,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
4586,4586,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
4587,4587,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4588,4588,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4589,4589,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4590,4590,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
4591,4591,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4592,4592,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4593,4593,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
4594,4594,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
4595,4595,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
4596,4596,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
4597,4597,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4598,4598,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
4599,4599,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
4600,4600,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4601,4601,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4602,4602,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4603,4603,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4604,4604,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4605,4605,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4606,4606,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4607,4607,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4608,4608,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
4609,4609,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
4610,4610,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
4611,4611,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
4612,4612,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
4613,4613,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
4614,4614,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
4615,4615,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
4616,4616,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
4617,4617,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
4618,4618,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
4619,4619,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4620,4620,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4621,4621,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4622,4622,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4623,4623,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4624,4624,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4625,4625,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4626,4626,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4627,4627,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4628,4628,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4629,4629,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4630,4630,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4631,4631,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4632,4632,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4633,4633,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4634,4634,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4635,4635,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
4636,4636,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
4637,4637,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4638,4638,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4639,4639,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4640,4640,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4641,4641,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4642,4642,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4643,4643,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4644,4644,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4645,4645,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4646,4646,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4647,4647,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4648,4648,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4649,4649,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4650,4650,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
4651,4651,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
4652,4652,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4653,4653,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4654,4654,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4655,4655,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4656,4656,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4657,4657,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4658,4658,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
4659,4659,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
4660,4660,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
4661,4661,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
4662,4662,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
4663,4663,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4664,4664,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4665,4665,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4666,4666,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4667,4667,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4668,4668,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4669,4669,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4670,4670,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4671,4671,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
4672,4672,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
4673,4673,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4674,4674,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
4675,4675,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
4676,4676,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4677,4677,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4678,4678,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4679,4679,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4680,4680,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4681,4681,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4682,4682,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4683,4683,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4684,4684,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
4685,4685,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
4686,4686,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
4687,4687,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
4688,4688,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
4689,4689,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
4690,4690,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
4691,4691,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4692,4692,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
4693,4693,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
4694,4694,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
4695,4695,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
4696,4696,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4697,4697,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4698,4698,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4699,4699,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4700,4700,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4701,4701,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4702,4702,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4703,4703,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4704,4704,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4705,4705,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4706,4706,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4707,4707,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4708,4708,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4709,4709,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4710,4710,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4711,4711,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4712,4712,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
4713,4713,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4714,4714,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4715,4715,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4716,4716,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4717,4717,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4718,4718,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4719,4719,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4720,4720,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
4721,4721,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4722,4722,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4723,4723,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4724,4724,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
4725,4725,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
